persona_id,question_id,average_score,standard_deviation
0,1,3.5,0.5270462766947299
0,2,5.0,0.0
0,3,1.0,0.4714045207910317
0,4,0.0,0.0
0,5,0.0,0.0
0,6,3.5,0.5270462766947299
0,7,4.9,0.31622776601683794
0,8,2.7,0.48304589153964794
0,9,1.7,0.48304589153964794
0,10,0.2,0.6324555320336759
0,11,2.5,0.5270462766947299
0,12,5.0,0.0
0,13,1.2,0.42163702135578396
0,14,4.0,0.0
0,15,0.0,0.0
0,16,4.0,0.0
0,17,5.0,0.0
0,18,3.7,0.48304589153964794
0,19,3.2,0.4216370213557839
0,20,4.4,0.5163977794943222
0,21,5.0,0.0
0,22,5.0,0.0
0,23,4.5,0.5270462766947299
0,24,0.0,0.0
0,25,0.0,0.0
0,26,5.0,0.0
0,27,4.6,0.5163977794943222
0,28,4.3,0.48304589153964794
0,29,3.3,0.48304589153964794
0,30,3.0,0.0
1,1,5.0,0.0
1,2,5.0,0.0
1,3,2.2,1.0327955589886446
1,4,1.6,1.9550504398153572
1,5,2.5,2.068278940998476
1,6,5.0,0.0
1,7,5.0,0.0
1,8,5.0,0.0
1,9,0.8,0.42163702135578396
1,10,4.1,0.9944289260117533
1,11,5.0,0.0
1,12,5.0,0.0
1,13,5.0,0.0
1,14,5.0,0.0
1,15,0.6,0.9660917830792958
1,16,5.0,0.0
1,17,5.0,0.0
1,18,4.7,0.6749485577105528
1,19,3.6,0.6992058987801011
1,20,5.0,0.0
1,21,5.0,0.0
1,22,5.0,0.0
1,23,4.4,0.5163977794943222
1,24,0.0,0.0
1,25,0.0,0.0
1,26,4.9,0.31622776601683794
1,27,5.0,0.0
1,28,4.8,0.4216370213557839
1,29,4.2,0.6324555320336759
1,30,3.0,0.0
2,1,5.0,0.0
2,2,5.0,0.0
2,3,2.3,0.48304589153964794
2,4,2.4,0.5163977794943223
2,5,3.0,0.4714045207910317
2,6,5.0,0.0
2,7,5.0,0.0
2,8,4.0,0.0
2,9,2.4,0.5163977794943223
2,10,3.0,0.0
2,11,5.0,0.0
2,12,5.0,0.0
2,13,3.7,0.48304589153964794
2,14,4.0,0.0
2,15,2.9,0.5676462121975466
2,16,5.0,0.0
2,17,5.0,0.0
2,18,4.9,0.31622776601683794
2,19,4.7,0.48304589153964794
2,20,5.0,0.0
2,21,5.0,0.0
2,22,5.0,0.0
2,23,5.0,0.0
2,24,0.0,0.0
2,25,3.1,0.31622776601683794
2,26,5.0,0.0
2,27,3.9,0.31622776601683794
2,28,4.0,0.0
2,29,4.1,0.31622776601683794
2,30,3.4,0.8432740427115679
3,1,3.6,0.9660917830792958
3,2,5.0,0.0
3,3,2.0,0.0
3,4,0.5,0.5270462766947299
3,5,0.0,0.0
3,6,5.0,0.0
3,7,5.0,0.0
3,8,2.1,0.5676462121975467
3,9,2.4,0.5163977794943223
3,10,0.6,0.8432740427115678
3,11,5.0,0.0
3,12,4.8,0.6324555320336759
3,13,1.7,0.9486832980505138
3,14,3.2,0.4216370213557839
3,15,2.8,0.4216370213557839
3,16,5.0,0.0
3,17,5.0,0.0
3,18,5.0,0.0
3,19,4.0,0.0
3,20,3.6,0.6992058987801011
3,21,5.0,0.0
3,22,5.0,0.0
3,23,4.3,0.48304589153964794
3,24,3.8,1.0327955589886446
3,25,3.4,1.429840705968481
3,26,5.0,0.0
3,27,4.6,0.5163977794943222
3,28,4.5,0.5270462766947299
3,29,5.0,0.0
3,30,3.0,0.0
4,1,4.7,0.48304589153964794
4,2,5.0,0.0
4,3,2.9,0.31622776601683794
4,4,3.2,0.4216370213557839
4,5,4.8,0.4216370213557839
4,6,5.0,0.0
4,7,5.0,0.0
4,8,5.0,0.0
4,9,5.0,0.0
4,10,2.2,0.4216370213557839
4,11,5.0,0.0
4,12,4.1,0.7378647873726218
4,13,5.0,0.0
4,14,5.0,0.0
4,15,2.9,0.31622776601683794
4,16,5.0,0.0
4,17,5.0,0.0
4,18,4.9,0.31622776601683794
4,19,5.0,0.0
4,20,3.2,0.4216370213557839
4,21,5.0,0.0
4,22,5.0,0.0
4,23,5.0,0.0
4,24,4.8,0.4216370213557839
4,25,3.1,0.31622776601683794
4,26,2.9,0.31622776601683794
4,27,3.8,0.7888106377466155
4,28,3.4,0.5163977794943223
4,29,2.9,0.31622776601683794
4,30,3.0,0.0
5,1,2.1,0.31622776601683794
5,2,0.2,0.6324555320336759
5,3,2.0,0.816496580927726
5,4,0.0,0.0
5,5,0.0,0.0
5,6,1.2,0.9189365834726815
5,7,1.2,1.0327955589886444
5,8,0.4,0.8432740427115679
5,9,0.0,0.0
5,10,0.0,0.0
5,11,0.2,0.6324555320336759
5,12,1.1,1.449137674618944
5,13,0.0,0.0
5,14,3.6,0.6992058987801011
5,15,0.0,0.0
5,16,4.1,0.31622776601683794
5,17,4.3,0.674948557710553
5,18,4.2,0.4216370213557839
5,19,3.4,0.5163977794943223
5,20,3.0,0.0
5,21,5.0,0.0
5,22,4.4,0.6992058987801011
5,23,4.1,0.31622776601683794
5,24,0.5,1.5811388300841898
5,25,0.3,0.9486832980505139
5,26,5.0,0.0
5,27,4.3,0.48304589153964794
5,28,5.0,0.0
5,29,5.0,0.0
5,30,3.0,0.0
6,1,5.0,0.0
6,2,5.0,0.0
6,3,2.0,0.0
6,4,1.0,0.0
6,5,2.1,0.31622776601683794
6,6,5.0,0.0
6,7,5.0,0.0
6,8,3.9,0.31622776601683794
6,9,3.0,0.0
6,10,2.1,0.31622776601683794
6,11,5.0,0.0
6,12,5.0,0.0
6,13,2.4,0.5163977794943223
6,14,3.7,0.48304589153964794
6,15,2.4,0.5163977794943223
6,16,5.0,0.0
6,17,5.0,0.0
6,18,4.8,0.4216370213557839
6,19,4.0,0.0
6,20,3.9,0.7378647873726218
6,21,5.0,0.0
6,22,5.0,0.0
6,23,4.4,0.5163977794943222
6,24,0.0,0.0
6,25,3.2,0.4216370213557839
6,26,5.0,0.0
6,27,5.0,0.0
6,28,4.2,0.4216370213557839
6,29,5.0,0.0
6,30,5.0,0.0
7,1,5.0,0.0
7,2,5.0,0.0
7,3,2.6,0.5163977794943223
7,4,2.0,0.0
7,5,1.8,0.6324555320336759
7,6,5.0,0.0
7,7,5.0,0.0
7,8,3.9,0.31622776601683794
7,9,1.7,0.4830458915396479
7,10,2.7,0.48304589153964794
7,11,5.0,0.0
7,12,5.0,0.0
7,13,3.1,0.31622776601683794
7,14,2.9,0.31622776601683794
7,15,1.9,0.31622776601683794
7,16,5.0,0.0
7,17,5.0,0.0
7,18,5.0,0.0
7,19,2.3,0.48304589153964794
7,20,3.2,0.4216370213557839
7,21,5.0,0.0
7,22,5.0,0.0
7,23,3.2,0.4216370213557839
7,24,0.0,0.0
7,25,2.1,0.31622776601683794
7,26,3.9,0.8755950357709131
7,27,5.0,0.0
7,28,3.1,0.31622776601683794
7,29,2.6,0.8432740427115678
7,30,3.0,0.0
8,1,2.0,0.0
8,2,2.8,0.4216370213557839
8,3,3.0,0.0
8,4,2.1,0.31622776601683794
8,5,1.2,0.6324555320336759
8,6,2.7,0.48304589153964794
8,7,3.7,0.48304589153964794
8,8,3.0,0.0
8,9,2.0,0.0
8,10,0.2,0.6324555320336759
8,11,3.1,0.31622776601683794
8,12,3.5,0.5270462766947299
8,13,2.1,0.31622776601683794
8,14,3.0,0.4714045207910317
8,15,2.0,0.0
8,16,3.5,0.8498365855987975
8,17,4.0,0.0
8,18,5.0,0.0
8,19,5.0,0.0
8,20,5.0,0.0
8,21,5.0,0.0
