persona_id,question_id,average_score,standard_deviation
0,1,3.2,0.6324555320336759
0,2,4.7,0.48304589153964794
0,3,2.0,0.0
0,4,2.1,0.9944289260117531
0,5,1.4,1.2649110640673518
0,6,3.4,0.5163977794943223
0,7,4.0,0.0
0,8,2.2,0.4216370213557839
0,9,2.0,0.0
0,10,1.4,1.0749676997731399
0,11,2.3,0.48304589153964794
0,12,4.6,0.5163977794943222
0,13,2.1,0.31622776601683794
0,14,4.0,0.0
0,15,0.0,0.0
0,16,5.0,0.0
0,17,5.0,0.0
0,18,5.0,0.0
0,19,3.3,0.6749485577105528
0,20,4.6,0.8432740427115678
0,21,5.0,0.0
0,22,5.0,0.0
0,23,4.1,0.9944289260117533
0,24,0.0,0.0
0,25,1.7,1.4944341180973264
0,26,5.0,0.0
0,27,5.0,0.0
0,28,5.0,0.0
0,29,5.0,0.0
0,30,3.0,0.0
1,1,5.0,0.0
1,2,5.0,0.0
1,3,3.6,0.9660917830792959
1,4,2.2,0.4216370213557839
1,5,2.6,1.349897115421106
1,6,5.0,0.0
1,7,5.0,0.0
1,8,5.0,0.0
1,9,2.3,0.48304589153964794
1,10,3.7,1.1595018087284057
1,11,5.0,0.0
1,12,5.0,0.0
1,13,5.0,0.0
1,14,4.9,0.31622776601683794
1,15,4.5,1.0801234497346435
1,16,5.0,0.0
1,17,5.0,0.0
1,18,5.0,0.0
1,19,3.6,0.8432740427115678
1,20,5.0,0.0
1,21,5.0,0.0
1,22,5.0,0.0
1,23,4.9,0.31622776601683794
1,24,0.0,0.0
1,25,3.5,0.8498365855987975
1,26,3.6,0.9660917830792958
1,27,5.0,0.0
1,28,5.0,0.0
1,29,5.0,0.0
1,30,3.2,0.6324555320336759
2,1,4.3,0.48304589153964794
2,2,5.0,0.0
2,3,3.0,0.0
2,4,2.9,0.31622776601683794
2,5,3.7,0.48304589153964794
2,6,5.0,0.0
2,7,4.9,0.31622776601683794
2,8,4.1,0.31622776601683794
2,9,3.0,0.0
2,10,3.3,0.6749485577105528
2,11,5.0,0.0
2,12,5.0,0.0
2,13,4.0,0.4714045207910317
2,14,4.0,0.0
2,15,2.6,0.5163977794943223
2,16,5.0,0.0
2,17,5.0,0.0
2,18,5.0,0.0
2,19,4.6,0.5163977794943222
2,20,5.0,0.0
2,21,5.0,0.0
2,22,5.0,0.0
2,23,5.0,0.0
2,24,0.0,0.0
2,25,3.0,0.0
2,26,5.0,0.0
2,27,4.4,0.6992058987801011
2,28,4.4,0.5163977794943222
2,29,5.0,0.0
2,30,4.2,1.0327955589886446
3,1,4.7,0.48304589153964794
3,2,5.0,0.0
3,3,3.1,0.5676462121975466
3,4,2.7,0.48304589153964794
3,5,2.8,0.4216370213557839
3,6,5.0,0.0
3,7,5.0,0.0
3,8,3.8,0.7888106377466155
3,9,2.8,0.4216370213557839
3,10,2.3,0.6749485577105528
3,11,5.0,0.0
3,12,5.0,0.0
3,13,2.5,0.5270462766947299
3,14,4.4,0.8432740427115678
3,15,2.9,0.8755950357709131
3,16,5.0,0.0
3,17,5.0,0.0
3,18,5.0,0.0
3,19,5.0,0.0
3,20,3.7,0.8232726023485646
3,21,5.0,0.0
3,22,5.0,0.0
3,23,5.0,0.0
3,24,3.5,1.0801234497346435
3,25,3.0,0.0
3,26,5.0,0.0
3,27,5.0,0.0
3,28,5.0,0.0
3,29,5.0,0.0
3,30,4.5,0.8498365855987975
4,1,4.3,0.48304589153964794
4,2,5.0,0.0
4,3,3.3,0.48304589153964794
4,4,3.9,0.31622776601683794
4,5,4.0,0.0
4,6,5.0,0.0
4,7,5.0,0.0
4,8,5.0,0.0
4,9,4.7,0.48304589153964794
4,10,2.6,0.5163977794943223
4,11,5.0,0.0
4,12,5.0,0.0
4,13,5.0,0.0
4,14,4.7,0.48304589153964794
4,15,3.3,0.6749485577105528
4,16,5.0,0.0
4,17,5.0,0.0
4,18,5.0,0.0
4,19,5.0,0.0
4,20,3.3,0.48304589153964794
4,21,5.0,0.0
4,22,5.0,0.0
4,23,5.0,0.0
4,24,4.0,0.6666666666666666
4,25,2.9,0.31622776601683794
4,26,3.9,0.9944289260117533
4,27,5.0,0.0
4,28,3.1,0.31622776601683794
4,29,4.5,0.5270462766947299
4,30,3.2,0.6324555320336759
5,1,2.1,0.31622776601683794
5,2,3.0,0.4714045207910317
5,3,3.2,0.4216370213557839
5,4,0.0,0.0
5,5,0.0,0.0
5,6,1.9,0.7378647873726218
5,7,2.5,0.5270462766947299
5,8,2.5,0.8498365855987975
5,9,0.2,0.42163702135578396
5,10,0.0,0.0
5,11,0.9,1.449137674618944
5,12,3.2,0.4216370213557839
5,13,0.7,0.9486832980505138
5,14,3.9,0.31622776601683794
5,15,0.0,0.0
5,16,5.0,0.0
5,17,5.0,0.0
5,18,5.0,0.0
5,19,4.6,0.699205898780101
5,20,3.0,0.0
5,21,5.0,0.0
5,22,5.0,0.0
5,23,5.0,0.0
5,24,0.0,0.0
5,25,1.2,1.5491933384829668
5,26,5.0,0.0
5,27,4.9,0.31622776601683794
5,28,5.0,0.0
5,29,5.0,0.0
5,30,3.0,0.0
6,1,4.8,0.4216370213557839
6,2,5.0,0.0
6,3,3.4,0.5163977794943223
6,4,2.6,0.5163977794943223
6,5,3.0,0.0
6,6,5.0,0.0
6,7,5.0,0.0
6,8,4.4,0.5163977794943222
6,9,3.4,0.5163977794943223
6,10,2.6,0.5163977794943223
6,11,5.0,0.0
6,12,5.0,0.0
6,13,3.5,0.5270462766947299
6,14,4.3,0.6749485577105528
6,15,4.0,0.9428090415820634
6,16,5.0,0.0
6,17,5.0,0.0
6,18,5.0,0.0
6,19,4.7,0.6749485577105528
6,20,3.7,0.9486832980505138
6,21,5.0,0.0
6,22,5.0,0.0
6,23,5.0,0.0
6,24,0.0,0.0
6,25,3.9,0.7378647873726218
6,26,5.0,0.0
6,27,5.0,0.0
6,28,4.3,0.48304589153964794
6,29,5.0,0.0
6,30,4.8,0.6324555320336759
7,1,5.0,0.0
7,2,5.0,0.0
7,3,3.1,0.31622776601683794
7,4,2.3,0.48304589153964794
