question_id,run_index,rating,failures,response,collected_at
1,1,5,0,5,2026-03-24T02:32:52.459203
1,2,4,0,4,2026-03-24T02:32:53.235543
1,3,5,0,5,2026-03-24T02:32:54.018724
1,4,4,0,4,2026-03-24T02:32:54.811534
1,5,5,0,5,2026-03-24T02:32:55.386297
1,6,5,0,5,2026-03-24T02:32:56.156474
1,7,4,0,4,2026-03-24T02:32:56.933727
1,8,5,0,5,2026-03-24T02:32:57.511029
1,9,5,0,5,2026-03-24T02:32:58.093526
1,10,5,0,5,2026-03-24T02:32:58.667032
2,1,5,0,5,2026-03-24T02:32:59.501354
2,2,5,0,5,2026-03-24T02:33:00.286620
2,3,5,0,5,2026-03-24T02:33:01.423069
2,4,5,0,5,2026-03-24T02:33:01.998510
2,5,5,0,5,2026-03-24T02:33:02.578314
2,6,5,0,5,2026-03-24T02:33:03.165446
2,7,5,0,5,2026-03-24T02:33:03.797683
2,8,5,0,5,2026-03-24T02:33:04.376525
2,9,4,0,4,2026-03-24T02:33:04.954429
2,10,4,0,4,2026-03-24T02:33:05.540162
3,1,5,0,5,2026-03-24T02:33:06.143380
3,2,5,0,5,2026-03-24T02:33:06.722028
3,3,5,0,5,2026-03-24T02:33:07.286704
3,4,5,0,5,2026-03-24T02:33:07.861286
3,5,5,0,5,2026-03-24T02:33:08.432482
3,6,4,0,4,2026-03-24T02:33:08.999491
3,7,5,0,5,2026-03-24T02:33:09.567104
3,8,5,0,5,2026-03-24T02:33:10.139586
3,9,5,0,5,2026-03-24T02:33:10.709580
3,10,5,0,5,2026-03-24T02:33:11.274869
4,1,5,0,5,2026-03-24T02:33:11.856083
4,2,3,0,3,2026-03-24T02:33:12.430450
4,3,5,0,5,2026-03-24T02:33:12.994796
4,4,3,0,3,2026-03-24T02:33:13.578974
4,5,5,0,5,2026-03-24T02:33:14.770877
4,6,0,0,0,2026-03-24T02:33:16.418954
4,7,3,0,3,2026-03-24T02:33:17.027709
4,8,4,0,4,2026-03-24T02:33:17.624043
