item_id,run_index,answer,gold,correct,format_valid,failures,response,collected_at,subject
0,1,C,C,1,1,0,C,2026-07-30T08:54:06.191228,abstract_algebra
0,2,C,C,1,1,0,C,2026-07-30T08:54:06.128888,abstract_algebra
0,3,C,C,1,1,0,C,2026-07-30T08:54:06.133054,abstract_algebra
0,4,C,C,1,1,0,C,2026-07-30T08:53:59.122496,abstract_algebra
0,5,C,C,1,1,0,C,2026-07-30T08:53:59.176096,abstract_algebra
0,6,C,C,1,1,0,C,2026-07-30T08:53:59.254378,abstract_algebra
0,7,C,C,1,1,0,C,2026-07-30T08:54:02.528087,abstract_algebra
0,8,C,C,1,1,0,C,2026-07-30T08:54:02.399640,abstract_algebra
0,9,C,C,1,1,0,C,2026-07-30T08:54:04.984513,abstract_algebra
0,10,C,C,1,1,0,C,2026-07-30T08:53:57.224609,abstract_algebra
1,1,A,A,1,1,0,A,2026-07-30T08:54:01.647339,abstract_algebra
1,2,A,A,1,1,0,A,2026-07-30T08:54:27.316734,abstract_algebra
1,3,A,A,1,1,0,A,2026-07-30T08:53:59.147882,abstract_algebra
1,4,A,A,1,1,0,A,2026-07-30T08:54:02.937369,abstract_algebra
1,5,A,A,1,1,0,A,2026-07-30T08:54:06.127261,abstract_algebra
1,6,A,A,1,1,0,A,2026-07-30T08:54:01.626574,abstract_algebra
1,7,A,A,1,1,0,A,2026-07-30T08:54:06.201470,abstract_algebra
1,8,A,A,1,1,0,A,2026-07-30T08:54:04.977214,abstract_algebra
1,9,A,A,1,1,0,A,2026-07-30T08:54:02.233152,abstract_algebra
1,10,A,A,1,1,0,A,2026-07-30T08:54:02.694080,abstract_algebra
2,1,A,D,0,1,0,A,2026-07-30T08:54:03.252977,abstract_algebra
2,2,A,D,0,1,0,A,2026-07-30T08:54:06.215306,abstract_algebra
2,3,A,D,0,1,0,A,2026-07-30T08:54:06.123046,abstract_algebra
2,4,A,D,0,1,0,A,2026-07-30T08:54:03.511797,abstract_algebra
