question_id,run_index,rating,failures,response,collected_at
1,1,5,0,5,2026-06-17T07:50:43.838279
1,2,5,0,5,2026-06-17T07:50:45.045545
1,3,5,0,5,2026-06-17T07:50:52.187162
1,4,5,0,5,2026-06-17T07:50:53.845886
1,5,5,0,5,2026-06-17T07:50:55.056721
1,6,5,0,5,2026-06-17T07:50:56.663743
1,7,5,0,5,2026-06-17T07:51:03.827361
1,8,5,0,5,2026-06-17T07:51:05.240577
1,9,5,0,5,2026-06-17T07:51:06.454078
1,10,5,0,5,2026-06-17T07:51:07.280300
2,1,5,0,5,2026-06-17T07:51:08.704200
2,2,5,0,5,2026-06-17T07:51:10.908070
2,3,5,0,5,2026-06-17T07:51:12.316926
2,4,5,0,5,2026-06-17T07:51:13.330636
2,5,5,0,5,2026-06-17T07:51:14.140672
2,6,5,0,5,2026-06-17T07:51:20.696999
2,7,5,0,5,2026-06-17T07:51:27.228527
2,8,5,0,5,2026-06-17T07:51:28.842997
2,9,5,0,5,2026-06-17T07:51:30.256457
2,10,5,0,5,2026-06-17T07:51:31.050650
3,1,3,0,3,2026-06-17T07:51:32.667762
3,2,3,0,3,2026-06-17T07:51:33.678556
3,3,3,0,3,2026-06-17T07:51:34.680589
3,4,3,0,3,2026-06-17T07:51:36.492037
3,5,3,0,3,2026-06-17T07:51:37.934001
3,6,3,0,3,2026-06-17T07:51:40.579812
3,7,3,0,3,2026-06-17T07:51:42.208407
3,8,3,0,3,2026-06-17T07:51:43.818975
3,9,3,0,3,2026-06-17T07:51:50.421351
3,10,3,0,3,2026-06-17T07:51:52.228081
4,1,3,0,3,2026-06-17T07:51:53.859344
4,2,3,0,3,2026-06-17T07:51:54.850742
4,3,3,0,3,2026-06-17T07:51:55.842259
4,4,3,0,3,2026-06-17T07:51:56.640822
4,5,3,0,3,2026-06-17T07:51:57.442607
4,6,3,0,3,2026-06-17T07:51:58.653419
4,7,2,0,2,2026-06-17T07:51:59.843524
4,8,3,0,3,2026-06-17T07:52:00.847394
4,9,3,0,3,2026-06-17T07:52:03.759721
4,10,3,0,3,2026-06-17T07:52:05.177981
5,1,2,0,2,2026-06-17T07:52:05.964200
5,2,2,0,2,2026-06-17T07:52:07.381386
5,3,2,0,2,2026-06-17T07:52:08.398907
5,4,2,0,2,2026-06-17T07:52:09.615492
5,5,2,0,2,2026-06-17T07:52:10.815670
5,6,2,0,2,2026-06-17T07:52:12.028277
5,7,2,0,2,2026-06-17T07:52:13.034596
5,8,2,0,2,2026-06-17T07:52:19.569814
5,9,2,0,2,2026-06-17T07:52:20.570368
5,10,2,0,2,2026-06-17T07:52:22.386735
6,1,5,0,5,2026-06-17T07:52:24.197714
6,2,5,0,5,2026-06-17T07:52:25.202907
6,3,5,0,5,2026-06-17T07:52:32.384585
6,4,5,0,5,2026-06-17T07:52:34.030470
6,5,5,0,5,2026-06-17T07:52:35.636543
6,6,5,0,5,2026-06-17T07:52:37.651105
6,7,5,0,5,2026-06-17T07:52:40.097677
6,8,5,0,5,2026-06-17T07:52:41.305159
6,9,5,0,5,2026-06-17T07:52:42.307939
6,10,5,0,5,2026-06-17T07:52:43.321071
7,1,5,0,5,2026-06-17T07:52:44.938919
7,2,5,0,5,2026-06-17T07:52:46.350643
7,3,5,0,5,2026-06-17T07:52:47.366360
7,4,5,0,5,2026-06-17T07:52:48.577076
7,5,5,0,5,2026-06-17T07:52:51.000707
7,6,5,0,5,2026-06-17T07:52:52.118829
7,7,5,0,5,2026-06-17T07:52:53.531065
7,8,5,0,5,2026-06-17T07:52:54.334781
7,9,5,0,5,2026-06-17T07:52:57.205346
7,10,5,0,5,2026-06-17T07:52:58.624834
8,1,4,0,4,2026-06-17T07:52:59.827621
8,2,4,0,4,2026-06-17T07:53:01.237745
8,3,4,0,4,2026-06-17T07:53:02.643472
8,4,4,0,4,2026-06-17T07:53:04.471691
8,5,4,0,4,2026-06-17T07:53:05.889094
8,6,4,0,4,2026-06-17T07:53:06.908436
8,7,4,0,4,2026-06-17T07:53:07.716600
8,8,4,0,4,2026-06-17T07:53:08.526095
8,9,4,0,4,2026-06-17T07:53:09.945920
8,10,4,0,4,2026-06-17T07:53:10.767949
9,1,2,0,2,2026-06-17T07:53:12.176507
9,2,2,0,2,2026-06-17T07:53:13.578584
9,3,2,0,2,2026-06-17T07:53:14.574935
9,4,2,0,2,2026-06-17T07:53:15.578755
9,5,2,0,2,2026-06-17T07:53:17.396330
9,6,2,0,2,2026-06-17T07:53:23.945471
9,7,2,0,2,2026-06-17T07:53:24.964214
9,8,2,0,2,2026-06-17T07:53:26.546597
9,9,2,0,2,2026-06-17T07:53:27.555682
9,10,2,0,2,2026-06-17T07:53:28.560435
10,1,2,0,2,2026-06-17T07:53:29.775164
10,2,2,0,2,2026-06-17T07:53:30.583361
10,3,2,0,2,2026-06-17T07:53:32.221131
10,4,2,0,2,2026-06-17T07:53:34.058201
10,5,2,0,2,2026-06-17T07:53:35.683724
10,6,2,0,2,2026-06-17T07:53:37.717278
10,7,2,0,2,2026-06-17T07:53:39.327585
10,8,2,0,2,2026-06-17T07:53:41.130694
10,9,2,0,2,2026-06-17T07:53:47.722745
10,10,2,0,2,2026-06-17T07:53:48.534308
11,1,5,0,5,2026-06-17T07:53:50.130742
11,2,5,0,5,2026-06-17T07:53:51.533552
11,3,5,0,5,2026-06-17T07:53:52.345910
