persona_id,question_id,run_index,rating,failures,response,collected_at
0,1,1,2,0,2,2026-06-16T23:47:23.048736
0,1,2,2,0,2,2026-06-16T23:47:24.856752
0,1,3,2,0,2,2026-06-16T23:47:26.467495
0,1,4,2,0,2,2026-06-16T23:47:27.468385
0,1,5,2,0,2,2026-06-16T23:47:29.484729
0,1,6,2,0,2,2026-06-16T23:47:31.291574
0,1,7,2,0,2,2026-06-16T23:47:32.288381
0,1,8,2,0,2,2026-06-16T23:47:34.094392
0,1,9,2,0,2,2026-06-16T23:47:35.686005
0,1,10,2,0,2,2026-06-16T23:47:39.474918
0,2,1,5,0,5,2026-06-16T23:47:41.105792
0,2,2,5,0,5,2026-06-16T23:47:42.337937
0,2,3,5,0,5,2026-06-16T23:47:43.350654
0,2,4,5,0,5,2026-06-16T23:47:44.968515
0,2,5,5,0,5,2026-06-16T23:47:46.178903
0,2,6,5,0,5,2026-06-16T23:47:47.783651
0,2,7,5,0,5,2026-06-16T23:47:49.019117
0,2,8,5,0,5,2026-06-16T23:47:50.258309
0,2,9,5,0,5,2026-06-16T23:47:52.298106
0,2,10,5,0,5,2026-06-16T23:47:54.102602
0,3,1,0,0,0,2026-06-16T23:47:55.110275
0,3,2,0,0,0,2026-06-16T23:47:56.510739
0,3,3,0,0,0,2026-06-16T23:47:58.520432
0,3,4,0,0,0,2026-06-16T23:48:00.527134
0,3,5,0,0,0,2026-06-16T23:48:01.944263
0,3,6,0,0,0,2026-06-16T23:48:03.149573
0,3,7,0,0,0,2026-06-16T23:48:04.756091
0,3,8,0,0,0,2026-06-16T23:48:06.171033
0,3,9,2,0,2,2026-06-16T23:48:07.242115
0,3,10,2,0,2,2026-06-16T23:48:08.649919
0,4,1,0,0,0,2026-06-16T23:48:10.275769
0,4,2,0,0,0,2026-06-16T23:48:12.090474
0,4,3,0,0,0,2026-06-16T23:48:14.090880
0,4,4,0,0,0,2026-06-16T23:48:15.901302
0,4,5,0,0,0,2026-06-16T23:48:23.162977
